2026-02-25T00:31:53.752063 | BTCUSDT | WATCH | Flat | Score: -6.5
2026-02-26T15:38:06.471448 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:38:06.474902 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T15:48:06.571971 | BTCUSDT | WATCH | Flat | Score: 4.5
2026-02-26T15:48:06.583595 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:48:06.587028 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T15:58:05.888190 | BTCUSDT | WATCH | Flat | Score: 4.5
2026-02-26T15:58:05.899972 | ETHUSDT | WATCH | Flat | Score: 16.7
2026-02-26T15:58:05.903464 | BNBUSDT | WATCH | Flat | Score: 15.2
2026-02-26T16:08:06.631691 | BTCUSDT | WATCH | Flat | Score: 3.7
2026-02-26T16:08:06.643825 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T16:08:06.647269 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-26T16:18:05.864906 | BTCUSDT | WATCH | Flat | Score: 3.7
2026-02-26T16:18:05.876606 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T16:18:05.879963 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-26T16:28:05.748710 | BTCUSDT | WATCH | Flat | Score: 3.7
2026-02-26T16:28:05.760133 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T16:28:05.763497 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-26T16:38:06.826815 | BTCUSDT | WATCH | Flat | Score: 3.7
2026-02-26T16:38:06.838189 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T16:38:06.841679 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-26T16:58:07.023287 | BTCUSDT | WATCH | Flat | Score: 3.7
2026-02-26T16:58:07.035150 | ETHUSDT | WATCH | Flat | Score: 4.5
2026-02-26T16:58:07.038592 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-26T17:08:05.554572 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:08:05.568143 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:08:05.571405 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T17:18:06.491930 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:18:06.503989 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:18:06.507467 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T17:28:06.530263 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:28:06.541481 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:28:06.544993 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T17:38:05.630282 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:38:05.642152 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:38:05.645697 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T17:48:06.107289 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:48:06.119454 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:48:06.123107 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T17:58:05.600998 | BTCUSDT | WATCH | Flat | Score: 4.7
2026-02-26T17:58:05.612477 | ETHUSDT | WATCH | Flat | Score: 4.8
2026-02-26T17:58:05.615890 | BNBUSDT | WATCH | Flat | Score: 14.4
2026-02-26T18:08:05.837650 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:08:05.849281 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:08:05.852727 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T18:18:05.893103 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:18:05.905964 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:18:05.909575 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T18:28:05.801119 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:28:05.812854 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:28:05.816285 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T18:38:05.834637 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:38:05.846067 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:38:05.849555 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T18:48:05.621167 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:48:05.632740 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:48:05.636246 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T18:58:05.845425 | BTCUSDT | WATCH | Flat | Score: 15.5
2026-02-26T18:58:05.857217 | ETHUSDT | WATCH | Flat | Score: 16.3
2026-02-26T18:58:05.860697 | BNBUSDT | WATCH | Flat | Score: 25.3
2026-02-26T19:08:05.894766 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:08:05.907127 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:08:05.910639 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T19:18:05.803360 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:18:05.814900 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:18:05.818494 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T19:28:05.666782 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:28:05.678916 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:28:05.682625 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T19:38:05.702190 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:38:05.713913 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:38:05.717491 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T19:48:05.704075 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:48:05.715917 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:48:05.719962 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T19:58:05.575046 | BTCUSDT | WATCH | Flat | Score: 17.2
2026-02-26T19:58:05.586768 | ETHUSDT | WATCH | Flat | Score: 10.1
2026-02-26T19:58:05.590250 | BNBUSDT | WATCH | Flat | Score: 11.2
2026-02-26T20:08:06.111142 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:08:06.122970 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:08:06.126611 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T20:18:05.707209 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:18:05.718774 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:18:05.722268 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T20:28:07.119623 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:28:07.131189 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:28:07.134792 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T20:38:05.713526 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:38:05.725373 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:38:05.728882 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T20:48:06.629078 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:48:06.642822 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:48:06.646622 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T20:58:05.822187 | BTCUSDT | WATCH | Flat | Score: -0.6
2026-02-26T20:58:05.834269 | ETHUSDT | WATCH | Flat | Score: 3.7
2026-02-26T20:58:05.837899 | BNBUSDT | WATCH | Flat | Score: 11.7
2026-02-26T21:08:06.122215 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:08:06.135427 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:08:06.139037 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T21:18:06.326890 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:18:06.339021 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:18:06.342746 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T21:28:05.964962 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:28:05.976728 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:28:05.980381 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T21:38:05.888801 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:38:05.902976 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:38:05.906814 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T21:48:05.988286 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:48:05.999996 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:48:06.003796 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T21:58:05.272399 | BTCUSDT | WATCH | Flat | Score: 2.9
2026-02-26T21:58:05.284166 | ETHUSDT | WATCH | Flat | Score: 13.3
2026-02-26T21:58:05.287714 | BNBUSDT | WATCH | Flat | Score: 13.5
2026-02-26T22:08:05.462111 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:08:05.473654 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:08:05.477303 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T22:18:05.706617 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:18:05.718441 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:18:05.722105 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T22:28:05.495305 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:28:05.506969 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:28:05.510513 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T22:38:05.506260 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:38:05.517831 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:38:05.521497 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T22:48:05.508668 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:48:05.520405 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:48:05.525252 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T22:58:05.786412 | BTCUSDT | WATCH | Flat | Score: 0.3
2026-02-26T22:58:05.798500 | ETHUSDT | WATCH | Flat | Score: 12.2
2026-02-26T22:58:05.802376 | BNBUSDT | WATCH | Flat | Score: 12.7
2026-02-26T23:08:05.851217 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:08:05.862837 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:08:05.866591 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-26T23:18:05.795790 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:18:05.808911 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:18:05.812920 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-26T23:28:06.916415 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:28:06.928178 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:28:06.931949 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-26T23:38:05.938082 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:38:05.950195 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:38:05.954030 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-26T23:48:05.123038 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:48:05.134787 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:48:05.138754 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-26T23:58:05.904841 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-26T23:58:05.916498 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-26T23:58:05.920310 | BNBUSDT | WATCH | Flat | Score: 13.0
2026-02-27T00:08:05.490082 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:08:05.501947 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:08:05.505612 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T00:18:05.414718 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:18:05.426618 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:18:05.430286 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T00:28:05.885829 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:28:05.897581 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:28:05.901400 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T00:38:05.845882 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:38:05.858141 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:38:05.861779 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T00:48:05.735732 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:48:05.747801 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:48:05.751766 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T00:58:05.851662 | BTCUSDT | WATCH | Flat | Score: -12.0
2026-02-27T00:58:05.863509 | ETHUSDT | WATCH | Flat | Score: -2.7
2026-02-27T00:58:05.867209 | BNBUSDT | WATCH | Flat | Score: 6.0
2026-02-27T01:08:05.508696 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:08:05.520858 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:08:05.524601 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T01:18:05.612878 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:18:05.624783 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:18:05.628370 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T01:28:06.576336 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:28:06.587972 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:28:06.591760 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T01:38:06.808772 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:38:06.820663 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:38:06.824370 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T01:48:05.737144 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:48:05.749097 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:48:05.753255 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T01:58:05.903930 | BTCUSDT | WATCH | Flat | Score: -6.0
2026-02-27T01:58:05.915919 | ETHUSDT | WATCH | Flat | Score: -5.6
2026-02-27T01:58:05.919671 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T02:08:05.298641 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:08:05.310950 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:08:05.314822 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T02:18:05.787650 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:18:05.800747 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:18:05.804646 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T02:28:05.696248 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:28:05.708373 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:28:05.712190 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T02:38:05.445327 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:38:05.457673 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:38:05.461423 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T02:48:05.733643 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:48:05.745534 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:48:05.749457 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T02:58:05.932706 | BTCUSDT | WATCH | Flat | Score: -9.2
2026-02-27T02:58:05.944554 | ETHUSDT | WATCH | Flat | Score: -1.2
2026-02-27T02:58:05.948375 | BNBUSDT | WATCH | Flat | Score: 4.8
2026-02-27T03:08:05.327908 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:08:05.340021 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:08:05.344330 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T03:18:06.042878 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:18:06.054588 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:18:06.058861 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T03:28:05.968752 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:28:05.980399 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:28:05.984641 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T03:38:06.126539 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:38:06.144981 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:38:06.149293 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T03:48:05.829801 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:48:05.841820 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:48:05.845791 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T03:58:05.422253 | BTCUSDT | WATCH | Flat | Score: -4.8
2026-02-27T03:58:05.434120 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T03:58:05.438144 | BNBUSDT | WATCH | Flat | Score: 17.7
2026-02-27T04:08:05.910081 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:08:05.922031 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:08:05.926325 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T04:18:06.691250 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:18:06.704516 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:18:06.708519 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T04:28:06.049163 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:28:06.062085 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:28:06.066646 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T04:38:05.940115 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:38:05.951989 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:38:05.955927 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T04:48:05.514608 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:48:05.526511 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:48:05.532934 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T04:58:05.666212 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T04:58:05.678509 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T04:58:05.682617 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T05:08:05.256873 | BTCUSDT | WATCH | Flat | Score: -0.3
2026-02-27T05:08:05.268769 | ETHUSDT | WATCH | Flat | Score: 2.7
2026-02-27T05:08:05.272685 | BNBUSDT | WATCH | Flat | Score: 19.2
2026-02-27T05:18:05.460770 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:18:05.472790 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:18:05.476850 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T05:28:05.661978 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:28:05.677089 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:28:05.682871 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T05:38:05.691355 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:38:05.703410 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:38:05.707349 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T05:48:05.978936 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:48:05.990919 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:48:05.995244 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T05:58:05.462042 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:58:05.473836 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T05:58:05.477893 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T06:08:05.126468 | BTCUSDT | WATCH | Flat | Score: 0.4
2026-02-27T06:08:05.138269 | ETHUSDT | WATCH | Flat | Score: 0.4
2026-02-27T06:08:05.142138 | BNBUSDT | WATCH | Flat | Score: 6.7
2026-02-27T06:18:05.791805 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T06:18:05.803724 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T06:18:05.807909 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T06:28:05.320154 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T06:28:05.332223 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T06:28:05.340692 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T06:38:05.710286 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T06:38:05.722639 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T06:38:05.727349 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T06:48:06.692391 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T06:48:06.707335 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T06:48:06.711450 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T06:58:05.470686 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T06:58:05.482851 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T06:58:05.486996 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T07:08:05.784016 | BTCUSDT | WATCH | Flat | Score: 1.9
2026-02-27T07:08:05.796307 | ETHUSDT | WATCH | Flat | Score: 4.1
2026-02-27T07:08:05.800408 | BNBUSDT | WATCH | Flat | Score: 20.9
2026-02-27T07:18:05.604723 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T07:18:05.618221 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T07:18:05.622353 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T07:28:05.259254 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T07:28:05.274775 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T07:28:05.280432 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T07:38:05.528689 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T07:38:05.540858 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T07:38:05.544930 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T07:48:05.425516 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T07:48:05.437732 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T07:48:05.441840 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T07:58:05.206160 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T07:58:05.218225 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T07:58:05.222335 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T08:08:05.647931 | BTCUSDT | WATCH | Flat | Score: 1.1
2026-02-27T08:08:05.660277 | ETHUSDT | WATCH | Flat | Score: 3.4
2026-02-27T08:08:05.665587 | BNBUSDT | WATCH | Flat | Score: 22.7
2026-02-27T08:18:05.713290 | BTCUSDT | WATCH | Flat | Score: -4.6
2026-02-27T08:18:05.717809 | ETHUSDT | WATCH | Flat | Score: 4.0
2026-02-27T08:18:05.721986 | BNBUSDT | WATCH | Flat | Score: 22.2
2026-02-27T08:28:05.707520 | BTCUSDT | WATCH | Flat | Score: -4.6
2026-02-27T08:28:05.712544 | ETHUSDT | WATCH | Flat | Score: 4.0
2026-02-27T08:28:05.717240 | BNBUSDT | WATCH | Flat | Score: 22.2
2026-02-27T08:38:06.215552 | BTCUSDT | WATCH | Flat | Score: -4.6
2026-02-27T08:38:06.219935 | ETHUSDT | WATCH | Flat | Score: 4.0
2026-02-27T08:38:06.223949 | BNBUSDT | WATCH | Flat | Score: 22.2
2026-02-27T08:48:05.944973 | BTCUSDT | WATCH | Flat | Score: -4.6
2026-02-27T08:48:05.949892 | ETHUSDT | WATCH | Flat | Score: 4.0
2026-02-27T08:48:05.958042 | BNBUSDT | WATCH | Flat | Score: 22.2
2026-02-27T08:58:05.773425 | BTCUSDT | WATCH | Flat | Score: -4.6
2026-02-27T08:58:05.777780 | ETHUSDT | WATCH | Flat | Score: 4.0
2026-02-27T08:58:05.781861 | BNBUSDT | WATCH | Flat | Score: 22.2
2026-02-27T09:18:06.333950 | BTCUSDT | WATCH | Flat | Score: -4.7
2026-02-27T09:18:06.338749 | ETHUSDT | WATCH | Flat | Score: 3.0
2026-02-27T09:18:06.343008 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-27T09:28:05.846528 | BTCUSDT | WATCH | Flat | Score: -4.7
2026-02-27T09:28:05.850928 | ETHUSDT | WATCH | Flat | Score: 3.0
2026-02-27T09:28:05.854885 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-27T09:38:05.423576 | BTCUSDT | WATCH | Flat | Score: -4.7
2026-02-27T09:38:05.428036 | ETHUSDT | WATCH | Flat | Score: 3.0
2026-02-27T09:38:05.434531 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-27T09:48:05.404255 | BTCUSDT | WATCH | Flat | Score: -4.7
2026-02-27T09:48:05.408581 | ETHUSDT | WATCH | Flat | Score: 3.0
2026-02-27T09:48:05.412671 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-27T09:58:05.573023 | BTCUSDT | WATCH | Flat | Score: -4.7
2026-02-27T09:58:05.577463 | ETHUSDT | WATCH | Flat | Score: 3.0
2026-02-27T09:58:05.581587 | BNBUSDT | WATCH | Flat | Score: 11.9
2026-02-27T10:18:05.334435 | BTCUSDT | WATCH | Flat | Score: -2.8
2026-02-27T10:18:05.339120 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-27T10:18:05.343474 | BNBUSDT | WATCH | Flat | Score: 25.7
2026-02-27T10:28:05.533024 | BTCUSDT | WATCH | Flat | Score: -2.8
2026-02-27T10:28:05.537792 | ETHUSDT | WATCH | Flat | Score: 1.7
2026-02-27T10:28:05.542524 | BNBUSDT | WATCH | Flat | Score: 25.7
